built_year,num_beds,num_baths,lat,lng,size_sqft,tenure_group,subzone_per_price_encoded,property_type_ordinal,dist_to_nearest_important_mrt_rounded,number_of_nearby_primary_schools,number_of_nearby_secondary_schools,number_of_nearby_shopping_malls,name_of_nearest_BN_ordinal,name_of_nearest_CR_ordinal,price,per_price
2026.0,4.0,3.0,1.3707978,103.9469571,1464.0,1,1248.6345050987538,3,3,1,1,0,3,3,2672200,1825.273224043716
2023.0,3.0,3.0,1.3027702,103.8694351,1173.0,1,2737.5776449985,3,1,0,0,0,6,5,3184600,2714.919011082694
1996.0,3.0,2.0,1.37718295,103.9345139,1130.0,1,895.2703558201714,1,4,1,0,0,5,3,567000,501.7699115044248
1979.0,2.0,2.0,1.37021965,103.8544241,721.0,1,679.2215838560895,1,2,4,2,0,4,2,396900,550.4854368932039
2023.0,2.0,1.0,1.30010805,103.8466745,624.0,1,2776.290163665649,3,0,1,1,2,9,5,1751400,2806.730769230769
1998.0,4.0,2.0,1.3848662,103.7666294,1518.0,1,724.1518112319101,1,3,5,3,1,7,1,903000,594.8616600790514
1979.0,3.0,2.0,1.37123615,103.852961,1001.0,1,679.2215838560895,1,2,4,2,0,4,2,997500,996.5034965034964
2024.0,2.0,2.0,1.3393381,103.7638932,743.0,3,1781.655488834343,3,2,1,0,0,7,4,1677900,2258.277254374159
2017.0,2.0,2.0,1.30348325,103.8246896,1066.0,3,4057.311645565856,3,2,0,0,1,9,5,4147000,3890.243902439024
2023.0,3.0,2.0,1.3124025,103.8411716,915.0,1,2678.315035114304,3,0,2,1,0,9,5,2205000,2409.8360655737706
2026.0,1.0,1.0,1.3159484,103.8575892,592.0,3,1917.4476785184247,3,0,2,1,0,9,5,1272600,2149.662162162162
1996.0,4.0,2.0,1.379072,103.9364228,1378.0,1,895.2703558201714,1,4,1,0,0,5,3,871500,632.4383164005806
1984.0,3.0,2.0,1.3509665,103.8393866,1076.0,1,1742.5461971398502,1,1,0,4,0,4,2,724500,673.3271375464684
2001.0,10.0,10.0,1.36024465,103.8651108,11000.0,0,1433.0179273921692,8,1,2,1,0,5,2,11340000,1030.909090909091
1997.0,3.0,2.0,1.33972395,103.7208062,1098.0,0,928.3593602837705,1,2,4,2,0,7,4,554400,504.9180327868853
2003.0,3.0,2.0,1.274474,103.8400995,807.0,1,2273.806660868726,1,1,1,0,0,8,5,806400,999.2565055762082
2016.0,3.0,2.0,1.4081525,103.8988746,990.0,1,857.0653139341881,1,2,5,2,0,5,2,682500,689.3939393939394
2023.0,3.0,3.0,1.28715825,103.7921378,1066.0,1,1888.100052931512,3,1,0,0,0,8,5,2067200,1939.2120075046903
2020.0,3.0,2.0,1.3129422,103.8415523,1173.0,3,2678.315035114304,3,0,2,1,0,9,5,3175000,2706.7348678601875
2013.0,2.0,2.0,1.4271139,103.842225,721.0,1,1049.6741731192612,1,6,4,5,0,4,2,554400,768.9320388349514
2024.0,2.0,2.0,1.2963944,103.8910139,689.0,3,2427.3105155897542,3,2,0,0,0,6,5,1934900,2808.272859216256
1982.0,2.0,2.0,1.43336035,103.8283295,721.0,1,664.0346211479427,1,5,3,1,0,4,1,404200,560.6102635228849
2012.0,2.0,1.0,1.29158245,103.8076253,861.0,3,1540.6832550914592,3,2,1,2,0,8,5,1260000,1463.4146341463415
2013.0,8.0,8.0,1.3870489,103.872999,14000.0,3,1427.084085388165,8,2,2,1,0,5,2,10500000,750.0
1984.0,4.0,2.0,1.35291835,103.9465277,1614.0,0,768.58368239282,1,1,6,2,2,3,3,1050000,650.5576208178438
2017.0,3.0,3.0,1.4170171,103.8450347,1098.0,1,932.5347433603066,2,5,2,3,0,4,2,1260000,1147.5409836065571
1982.0,2.0,2.0,1.3472747,103.716363,721.0,1,604.6088283932096,1,3,3,4,0,7,4,367500,509.7087378640777
2001.0,6.0,7.0,1.3870489,103.872999,9590.0,2,1427.084085388165,8,2,2,1,0,5,2,9166500,955.839416058394
2025.0,6.0,6.0,1.30062,103.892783,6376.0,3,2427.3105155897542,7,2,1,4,0,6,5,9834300,1542.3933500627352
2027.0,3.0,2.0,1.4349279,103.8452818,969.0,1,1049.6741731192612,2,6,4,3,0,4,2,1197000,1235.2941176470588
1979.0,2.0,2.0,1.3260235,103.9282201,786.0,1,1512.0757694664285,1,2,3,1,2,6,3,449400,571.7557251908397
2017.0,3.0,2.0,1.35101075,103.7392924,1206.0,1,1022.5341798885536,1,1,2,1,0,7,4,903000,748.7562189054727
2001.0,6.0,7.0,1.36024465,103.8651108,5700.0,0,1433.0179273921692,7,1,2,1,0,5,2,6699000,1175.2631578947369
2023.0,4.0,4.0,1.3159611,103.836848,1378.0,3,2678.315035114304,3,0,2,1,0,9,5,4172700,3028.0841799709724
2027.0,3.0,2.0,1.4349279,103.8452818,969.0,1,1049.6741731192612,2,6,4,3,0,4,2,1197000,1235.2941176470588
2022.0,1.0,1.0,1.3271094,103.7964042,517.0,1,2359.7973991236627,3,2,0,3,0,7,4,1415400,2737.7176015473888
2011.0,4.0,4.0,1.29905165,103.8320697,3225.0,3,2778.11602681156,3,2,0,0,0,9,5,9692600,3005.4573643410854
2000.0,3.0,3.0,1.34226665,103.7119582,1270.0,1,576.8426297456575,2,4,3,2,0,7,4,1281000,1008.6614173228346
2001.0,5.0,3.0,1.3598047,103.7587646,2500.0,3,1581.8597378488992,7,2,1,1,0,7,4,4935000,1974.0
2004.0,3.0,2.0,1.4472891,103.7708303,969.0,1,474.9386686812527,1,2,0,0,0,1,1,472500,487.6160990712074
1985.0,2.0,1.0,1.4394097,103.7811577,645.0,1,507.7199918145004,1,1,2,2,0,1,1,344400,533.953488372093
1996.0,2.0,2.0,1.34817295,103.958335,938.0,1,1001.4848945239536,3,1,3,1,0,3,3,997500,1063.4328358208954
2023.0,2.0,1.0,1.30010805,103.8466745,624.0,1,2776.290163665649,3,0,1,1,2,9,5,1457400,2335.576923076923
2024.0,3.0,2.0,1.4417104,103.827659,969.0,1,1448.2728418366185,3,4,1,1,0,1,1,1470000,1517.0278637770898
2010.0,3.0,3.0,1.2438067,103.8422952,1711.0,1,2330.3504413604733,3,3,0,0,0,8,5,3885000,2270.601987142022
2014.0,3.0,2.0,1.35619605,103.9395945,1163.0,1,768.58368239282,1,1,5,3,0,6,3,934500,803.5253654342218
2028.0,5.0,5.0,1.3784672,103.8650612,4058.0,3,1427.084085388165,4,3,2,0,0,5,2,4757600,1172.400197141449
2015.0,2.0,2.0,1.36897445,103.7764624,743.0,1,1503.5146534026362,3,4,2,0,0,7,4,1155000,1554.5087483176312
2022.0,3.0,3.0,1.3271094,103.7964042,1119.0,1,2359.7973991236627,3,2,0,3,0,7,4,2849500,2546.470062555853
2026.0,5.0,3.0,1.31064045,103.8521493,1582.0,1,1967.13103432837,3,0,2,0,0,9,5,3189900,2016.3716814159293
2022.0,5.0,5.0,1.36703,103.8899665,5748.0,1,932.7573406531578,7,2,2,3,0,5,2,4708200,819.1022964509394
1990.0,5.0,7.0,1.3197144,103.8299065,9700.0,3,2150.79581715461,8,0,1,3,0,9,5,16275000,1677.8350515463917
2003.0,3.0,2.0,1.3984349,103.907281,1183.0,0,679.023858772315,1,2,7,5,0,5,2,651000,550.2958579881657
2018.0,3.0,2.0,1.30120955,103.8470859,1130.0,1,1983.820211306516,3,0,1,1,2,9,5,2541000,2248.6725663716816
1984.0,2.0,2.0,1.430515,103.8334702,731.0,1,664.0346211479427,1,5,4,4,0,4,2,366400,501.2311901504788
1982.0,3.0,2.0,1.3188429,103.8865243,980.0,1,1340.1502340551028,1,1,4,1,0,6,5,630000,642.8571428571429
2024.0,3.0,3.0,1.2963944,103.8910139,1496.0,3,2427.3105155897542,3,2,0,0,0,6,5,4106100,2744.719251336898
2027.0,2.0,1.0,1.3252767,103.9326308,657.0,1,1512.0757694664285,3,2,4,1,0,6,3,1549800,2358.904109589041
2015.0,2.0,2.0,1.2755101,103.8375748,1324.0,3,2273.806660868726,3,1,1,0,0,8,5,2205000,1665.4078549848944
2017.0,2.0,2.0,1.32656665,103.9478969,840.0,1,1222.6839629297308,3,0,0,3,0,3,3,1312500,1562.5
2001.0,5.0,6.0,1.3544038,103.8653864,5437.0,3,1433.0179273921692,5,1,3,2,0,5,2,7035000,1293.912083869781
2008.0,3.0,2.0,1.3450954,103.7034374,1184.0,1,570.9042890431664,1,5,6,3,0,1,4,609000,514.3581081081081
1999.0,3.0,3.0,1.2933505,103.8388787,1141.0,3,3053.5539858120496,3,1,0,1,0,9,5,2625000,2300.613496932516
1998.0,3.0,2.0,1.4332343,103.8015285,1303.0,1,553.7739096685685,1,2,3,3,0,1,1,619500,475.4412893323101
1976.0,2.0,2.0,1.27174295,103.8111866,701.0,1,876.102411561595,1,0,1,0,0,8,5,390600,557.2039942938659
2023.0,1.0,1.0,1.3164867,103.8574675,614.0,3,1917.4476785184247,3,0,2,1,0,9,5,1260000,2052.1172638436483
2019.0,3.0,2.0,1.37573825,103.8346763,1023.0,1,1008.11930034652,3,1,3,3,0,4,2,1995000,1950.1466275659825
2013.0,6.0,6.0,1.3080297,103.8361273,6501.0,3,3024.5175692729936,3,1,0,0,1,9,5,41790000,6428.241808952469
2026.0,1.0,1.0,1.3159484,103.8575892,495.0,3,1917.4476785184247,3,0,2,1,0,9,5,1000600,2021.414141414141
1985.0,3.0,2.0,1.346755,103.8479911,1119.0,1,885.0174550964008,1,1,3,6,0,4,5,732900,654.9597855227883
2024.0,1.0,1.0,1.2963944,103.8910139,484.0,3,2427.3105155897542,3,2,0,0,0,6,5,1481600,3061.157024793388
2026.0,5.0,3.0,1.369097,103.8331452,1475.0,1,1922.279505289828,3,0,2,3,0,4,2,3329600,2257.35593220339
2001.0,5.0,4.0,1.4405369,103.8260767,4380.0,0,1448.2728418366185,7,4,1,1,1,1,1,4410000,1006.8493150684932
2002.0,3.0,2.0,1.3545847,103.7022499,1194.0,1,476.0342364189048,1,5,2,1,0,1,4,546000,457.286432160804
1987.0,4.0,3.0,1.3554435,103.9378908,1571.0,1,801.2615590585872,1,1,5,3,0,6,3,892500,568.1094844048376
2025.0,2.0,2.0,1.31730585,103.8326075,764.0,3,3097.817490665313,3,1,1,3,0,9,5,2368900,3100.6544502617803
2023.0,4.0,4.0,1.304855,103.7737763,1496.0,1,2055.5379118313936,3,1,0,5,0,7,4,3073400,2054.4117647058824
2017.0,3.0,3.0,1.2998831,103.8570354,1722.0,1,3155.114005693453,3,0,2,1,3,9,5,4410000,2560.9756097560976
2014.0,1.0,1.0,1.3472849,103.7665067,560.0,2,1581.8597378488992,3,2,0,0,0,7,4,997500,1781.25
2023.0,3.0,3.0,1.3124025,103.8411716,1055.0,1,2678.315035114304,3,0,2,1,0,9,5,2898000,2746.9194312796208
2017.0,3.0,2.0,1.44634225,103.8294294,1001.0,1,737.8508630442027,1,5,1,0,0,1,1,609000,608.3916083916084
1981.0,3.0,2.0,1.31895345,103.8843305,990.0,0,1340.1502340551028,1,1,4,1,0,6,5,577500,583.3333333333334
2024.0,2.0,1.0,1.29841635,103.8571777,624.0,1,3155.114005693453,3,0,2,1,4,9,5,2079000,3331.730769230769
2004.0,3.0,2.0,1.39529885,103.9144259,1227.0,0,679.023858772315,1,2,5,2,1,5,2,618300,503.9119804400978
2026.0,2.0,1.0,1.3859375,103.8344657,575.0,1,2084.9006118689344,3,2,1,0,0,4,2,1050000,1826.0869565217392
1984.0,4.0,2.0,1.33472135,103.8655948,1732.0,1,1972.6162078917373,1,2,1,2,0,2,5,1134000,654.7344110854503
2017.0,4.0,3.0,1.4170171,103.8450347,1184.0,1,932.5347433603066,2,5,2,3,0,4,2,1520400,1284.1216216216217
2024.0,3.0,4.0,1.2963944,103.8910139,1722.0,3,2427.3105155897542,3,2,0,0,0,6,5,4780200,2775.95818815331
2016.0,3.0,2.0,1.37520485,103.8823716,990.0,1,693.0737380406485,1,1,5,4,0,5,2,699300,706.3636363636364
2011.0,3.0,2.0,1.27556565,103.8413075,1012.0,1,1870.8191787439432,1,1,1,0,0,8,5,1469000,1451.5810276679842
2023.0,1.0,1.0,1.3123637,103.8032709,603.0,3,2864.4803181782245,3,1,0,0,0,7,5,1641200,2721.724709784411
2025.0,1.0,1.0,1.29410615,103.8367347,527.0,3,3053.5539858120496,3,1,0,1,0,9,5,1739800,3301.328273244782
1999.0,3.0,2.0,1.31493535,103.8700895,1291.0,1,848.5500049949854,1,1,1,0,0,6,5,840000,650.6584043377227
2025.0,4.0,5.0,1.30062,103.892783,4716.0,3,2427.3105155897542,7,2,1,4,0,6,5,8059800,1709.0330788804072
2024.0,3.0,2.0,1.2963944,103.8910139,1109.0,3,2427.3105155897542,3,2,0,0,0,6,5,2499000,2253.381424706943
1998.0,3.0,2.0,1.4332343,103.8015285,1098.0,1,553.7739096685685,1,2,3,3,0,1,1,513300,467.4863387978142
2025.0,2.0,1.0,1.310429,103.802821,570.0,3,2774.5538535092774,3,1,0,1,0,7,5,1722000,3021.0526315789475
2025.0,4.0,3.0,1.3765249,103.7573796,1206.0,1,1401.41309358928,3,3,3,2,0,7,4,1732500,1436.5671641791046
2023.0,3.0,2.0,1.32970335,103.9056829,883.0,3,1343.4665706558424,3,1,3,1,0,6,3,1829000,2071.347678369196
2016.0,5.0,4.0,1.432231,103.7993011,1497.0,1,900.6745244967137,2,1,2,4,0,1,1,1974000,1318.6372745490985
2001.0,5.0,6.0,1.2788952,103.8414737,6698.0,3,1870.8191787439432,8,0,1,1,0,8,5,19110000,2853.090474768588
2022.0,2.0,1.0,1.3443339,103.8786904,635.0,3,2196.755238470376,3,1,3,5,0,5,5,1528800,2407.5590551181103
1996.0,3.0,2.0,1.2766663,103.8070464,1001.0,1,876.102411561595,1,1,1,0,0,8,5,953400,952.4475524475524
2025.0,2.0,2.0,1.3116278,103.7938855,797.0,1,2272.484410034913,3,0,0,0,1,7,4,2222000,2787.9548306148054
2023.0,2.0,2.0,1.3123637,103.8032709,701.0,3,2864.4803181782245,3,1,0,0,0,7,5,1838600,2622.824536376605
2014.0,2.0,2.0,1.3501789,103.9284451,797.0,1,801.2615590585872,2,1,1,3,0,6,3,945000,1185.6963613550815
2013.0,3.0,2.0,1.4042572,103.8987751,1215.0,1,892.8686354010862,1,1,5,3,0,5,2,786400,647.2427983539095
2026.0,5.0,5.0,1.31064045,103.8521493,1528.0,1,1967.13103432837,3,0,2,0,0,9,5,3189900,2087.630890052356
2027.0,3.0,2.0,1.3252767,103.9326308,893.0,1,1512.0757694664285,3,2,4,1,0,6,3,2204000,2468.0851063829787
2001.0,5.0,5.0,1.3231524,103.9078295,4000.0,3,1104.550071468105,7,1,3,1,0,6,3,5355000,1338.75
2022.0,3.0,2.0,1.3165593,103.829893,915.0,3,3097.817490665313,3,1,1,3,0,9,5,2809700,3070.710382513661
1993.0,4.0,2.0,1.3855605,103.7427867,1356.0,0,740.6755800019358,1,1,2,2,1,1,4,682500,503.3185840707965
2017.0,4.0,3.0,1.43200585,103.8007999,1249.0,1,900.6745244967137,2,1,3,3,0,1,1,1469800,1176.781425140112
2001.0,3.0,2.0,1.3876536,103.7623993,980.0,0,588.8407304067119,1,2,4,3,0,7,1,556500,567.8571428571429
2023.0,4.0,4.0,1.3027702,103.8694351,2002.0,1,2737.5776449985,3,1,0,0,0,6,5,5460000,2727.2727272727275
2005.0,6.0,8.0,1.3360434,103.7654107,9300.0,3,1611.6211121983952,7,2,1,0,0,7,4,14583300,1568.0967741935483
1997.0,3.0,2.0,1.31689145,103.8493036,1292.0,1,1967.13103432837,1,1,2,0,0,9,5,976500,755.8049535603715
1992.0,3.0,2.0,1.35839865,103.8473272,1130.0,0,919.7404908328144,1,1,2,2,0,4,2,824200,729.3805309734513
2024.0,3.0,2.0,1.3306509,103.7670572,1033.0,2,2137.544263228818,3,2,1,0,0,7,4,2095800,2028.8480154888675
2026.0,4.0,3.0,1.3404645,103.8837331,1356.0,1,1924.2543544525136,3,2,1,2,0,5,5,2430800,1792.6253687315634
2001.0,6.0,7.0,1.4405369,103.8260767,5369.0,0,1448.2728418366185,5,4,1,1,1,1,1,5124000,954.367666232073
2023.0,2.0,2.0,1.3027702,103.8694351,818.0,1,2737.5776449985,3,1,0,0,0,6,5,1984500,2426.039119804401
2024.0,3.0,3.0,1.3393381,103.7638932,1033.0,3,1781.655488834343,3,2,1,0,0,7,4,2240700,2169.119070667957
2024.0,4.0,3.0,1.4417104,103.827659,1464.0,1,1448.2728418366185,3,4,1,1,0,1,1,2075800,1417.896174863388
2013.0,3.0,2.0,1.4024642,103.9107271,1001.0,1,882.9882742241141,1,2,7,3,1,5,2,638400,637.7622377622378
2022.0,3.0,3.0,1.3271094,103.7964042,1119.0,1,2359.7973991236627,3,2,0,3,0,7,4,2832700,2531.456657730116
2024.0,2.0,2.0,1.3533168,103.7896255,786.0,1,2277.2404121494174,3,4,0,0,0,7,4,1499400,1907.63358778626
2023.0,3.0,2.0,1.30010805,103.8466745,947.0,1,2776.290163665649,3,0,1,1,2,9,5,2729000,2881.7317845828934
2023.0,2.0,2.0,1.3027702,103.8694351,818.0,1,2737.5776449985,3,1,0,0,0,6,5,2517900,3078.117359413203
2023.0,4.0,4.0,1.3124025,103.8411716,1604.0,1,2678.315035114304,3,0,2,1,0,9,5,3788400,2361.845386533666
2023.0,4.0,3.0,1.3123637,103.8032709,2206.0,3,2864.4803181782245,3,1,0,0,0,7,5,6828900,3095.602901178604
1980.0,3.0,2.0,1.3752136,103.8530592,990.0,1,679.2215838560895,1,2,3,2,0,4,2,554400,560.0
2024.0,3.0,2.0,1.3307095,103.8683907,872.0,3,1972.6162078917373,3,1,3,2,1,2,5,1938100,2222.591743119266
2023.0,2.0,1.0,1.28301625,103.839887,700.0,1,2595.0263363825534,3,0,1,1,0,8,5,2080000,2971.428571428572
1996.0,5.0,4.0,1.3642682,103.9675891,3200.0,1,1257.0985001431434,4,3,1,0,0,3,3,2499000,780.9375
2024.0,4.0,3.0,1.29988105,103.8881143,1518.0,1,2427.3105155897542,3,2,0,3,0,6,5,3780000,2490.118577075099
2023.0,5.0,5.0,1.27568865,103.838225,1819.0,3,2273.806660868726,3,1,1,0,0,8,5,6002800,3300.0549752611323
2017.0,3.0,3.0,1.40110465,103.9164636,1173.0,1,882.9882742241141,2,3,5,2,0,5,2,1512000,1289.002557544757
2025.0,4.0,5.0,1.30062,103.892783,4716.0,3,2427.3105155897542,7,2,1,4,0,6,5,8059800,1709.0330788804072
2023.0,3.0,2.0,1.30010805,103.8466745,1119.0,1,2776.290163665649,3,0,1,1,2,9,5,3045000,2721.179624664879
1988.0,4.0,2.0,1.37536995,103.7709596,1560.0,0,675.643805429074,1,4,2,3,0,7,4,966000,619.2307692307693
2023.0,4.0,4.0,1.3124025,103.8411716,1528.0,1,2678.315035114304,3,0,2,1,0,9,5,3885000,2542.539267015706
1987.0,3.0,2.0,1.35325535,103.9350317,1163.0,1,801.2615590585872,1,1,3,3,0,6,3,588000,505.5889939810834
2023.0,4.0,4.0,1.3171376,103.7597012,1464.0,1,1860.1350949069308,3,2,3,2,0,7,4,2793000,1907.7868852459017
1972.0,2.0,1.0,1.3351429,103.7239242,721.0,0,928.3593602837705,1,2,1,2,0,7,4,336000,466.0194174757282
2017.0,3.0,2.0,1.3724806,103.7443093,1216.0,1,578.7257442528899,1,3,1,1,0,7,4,698200,574.1776315789474
2022.0,2.0,2.0,1.3982945,103.8748904,667.0,1,953.7208514256196,3,2,2,1,0,5,2,1207500,1810.344827586207
2024.0,3.0,2.0,1.29988105,103.8881143,1206.0,1,2427.3105155897542,3,2,0,3,0,6,5,2921100,2422.139303482587
2023.0,5.0,4.0,1.3171376,103.7597012,1991.0,1,1860.1350949069308,3,2,3,2,0,7,4,3444000,1729.7840281265696
2024.0,1.0,1.0,1.29841635,103.8571777,474.0,1,3155.114005693453,3,0,2,1,4,9,5,1564500,3300.6329113924053
1999.0,3.0,3.0,1.2933505,103.8388787,1141.0,3,3053.5539858120496,3,1,0,1,0,9,5,2625000,2300.613496932516
1985.0,3.0,2.0,1.3187212,103.945723,893.0,1,1222.6839629297308,1,1,1,3,0,3,3,525000,587.9059350503919
1980.0,4.0,3.0,1.3791685,103.8339447,1800.0,3,1688.60113206938,5,1,1,2,0,4,2,7035000,3908.3333333333335
2026.0,3.0,3.0,1.3404645,103.8837331,1044.0,1,1924.2543544525136,3,2,1,2,0,5,5,1942500,1860.632183908046
2015.0,3.0,2.0,1.4351629,103.8431004,990.0,1,623.7927948166771,1,6,3,3,0,4,2,564900,570.6060606060606
1967.0,2.0,1.0,1.3388982,103.8500843,645.0,1,827.1728062285231,1,1,4,3,0,2,5,446200,691.7829457364342
2001.0,4.0,4.0,1.36024465,103.8651108,2800.0,0,1433.0179273921692,8,1,2,1,0,5,2,7539100,2692.535714285714
1993.0,4.0,2.0,1.36601165,103.9588995,1377.0,1,544.542020705839,1,3,5,3,0,3,3,714000,518.5185185185185
2017.0,4.0,3.0,1.39704825,103.8939333,1410.0,1,988.4749487970334,2,1,4,3,0,5,2,1942500,1377.659574468085
2016.0,3.0,3.0,1.4438513,103.8199243,1152.0,1,829.8773838209655,2,4,3,1,0,1,1,1510800,1311.4583333333333
1969.0,3.0,1.0,1.33502135,103.8517583,689.0,1,918.503917143748,1,1,3,1,0,2,5,357000,518.1422351233672
2025.0,3.0,2.0,1.309875,103.9119259,1055.0,3,1663.0790001739826,3,2,3,2,0,6,3,2446500,2318.957345971564
2024.0,3.0,3.0,1.3260123,103.8500626,1163.0,3,1403.612999786757,3,1,2,0,0,2,5,2748900,2363.6285468615647
2017.0,3.0,2.0,1.34511875,103.7447782,1238.0,1,667.3457763448878,1,1,3,2,0,7,4,953400,770.1130856219709
2025.0,2.0,2.0,1.31730585,103.8326075,786.0,3,3097.817490665313,3,1,1,3,0,9,5,2192400,2789.312977099237
2001.0,5.0,7.0,1.3392894,103.7639978,7700.0,3,1781.655488834343,7,2,1,0,0,7,4,9135000,1186.3636363636365
2024.0,2.0,1.0,1.29773195,103.8559135,527.0,1,3155.114005693453,3,0,2,1,4,9,5,1470000,2789.373814041746
1984.0,3.0,2.0,1.32786285,103.8550838,1108.0,1,1403.612999786757,1,1,1,1,0,2,5,651000,587.5451263537906
2018.0,3.0,2.0,1.36833335,103.8585345,1001.0,1,877.13298804522,1,2,4,1,0,4,2,1050000,1048.951048951049
2017.0,3.0,2.0,1.31507315,103.8606315,1001.0,1,1024.5180406622717,1,1,2,0,0,9,5,960800,959.8401598401598
2023.0,5.0,4.0,1.4472921,103.8283833,1453.0,1,737.8508630442027,2,5,2,0,0,1,1,1575000,1083.9642119752236
2023.0,1.0,1.0,1.3120762,103.8040548,603.0,3,2635.5020873065687,3,1,0,0,0,7,5,1365000,2263.681592039801
2017.0,3.0,2.0,1.44702585,103.8033819,1001.0,1,553.7739096685685,1,2,3,1,0,1,1,546000,545.4545454545455
2023.0,3.0,3.0,1.3087662,103.8090654,1130.0,3,2821.071143374919,3,1,0,0,0,7,5,3147900,2785.7522123893805
2008.0,1.0,2.0,1.2930743,103.84051,872.0,2,3053.5539858120496,3,1,0,1,0,9,5,1554000,1782.1100917431193
2025.0,2.0,2.0,1.3116278,103.7938855,947.0,1,2272.484410034913,3,0,0,0,1,7,4,2878200,3039.2819429778247
2024.0,3.0,2.0,1.29988105,103.8881143,1302.0,1,2427.3105155897542,3,2,0,3,0,6,5,2887500,2217.7419354838707
2016.0,3.0,2.0,1.4056329,103.9086085,1001.0,1,882.9882742241141,1,2,4,3,0,5,2,638400,637.7622377622378
2001.0,3.0,2.0,1.3866135,103.7636825,1270.0,0,724.1518112319101,1,2,4,2,0,7,1,630000,496.0629921259842
1988.0,3.0,2.0,1.34141345,103.6879497,1108.0,1,665.9786490699327,1,6,2,1,0,1,4,480900,434.0252707581228
2023.0,2.0,1.0,1.36679605,103.8865754,635.0,1,1617.7712322913471,3,2,2,2,0,5,2,1268400,1997.4803149606296
2024.0,3.0,2.0,1.2810069,103.7902573,883.0,1,1878.4992527609827,3,2,0,0,0,8,5,1882600,2132.0498301245752
1978.0,3.0,2.0,1.32753285,103.9380827,990.0,0,1512.0757694664285,1,1,5,5,0,6,3,627900,634.2424242424242
2026.0,2.0,1.0,1.2739587,103.8436353,732.0,1,2840.8427429556777,3,0,1,0,0,8,5,1912000,2612.021857923497
2023.0,4.0,4.0,1.3124025,103.8411716,1529.0,1,2678.315035114304,3,0,2,1,0,9,5,3727500,2437.8678875081755
2024.0,3.0,2.0,1.3306509,103.7670572,872.0,2,2137.544263228818,3,2,1,0,0,7,4,1365000,1565.366972477064
2009.0,3.0,3.0,1.3158654,103.8330197,1313.0,3,3097.817490665313,3,1,1,2,0,9,5,3150000,2399.086062452399
2017.0,3.0,2.0,1.4241899,103.8449321,1001.0,1,1049.6741731192612,1,6,3,2,0,4,2,577500,576.9230769230769
2008.0,1.0,1.0,1.3201082,103.9121108,656.0,3,1104.550071468105,3,2,1,0,0,6,3,1049000,1599.0853658536585
2014.0,3.0,2.0,1.31839005,103.9226225,2067.0,3,1663.0790001739826,3,2,2,0,0,6,3,3137400,1517.8519593613933
2013.0,4.0,4.0,1.38772155,103.8553339,2885.0,1,1214.0768583503536,4,3,0,0,0,4,2,3348300,1160.5892547660312
2014.0,8.0,9.0,1.3173555,103.9158985,11500.0,3,1663.0790001739826,8,2,2,1,0,6,3,19740000,1716.5217391304348
2023.0,1.0,1.0,1.3159611,103.836848,463.0,3,2678.315035114304,3,0,2,1,0,9,5,1471000,3177.105831533477
2025.0,2.0,2.0,1.29636395,103.8572022,743.0,1,3327.508705252268,3,0,2,0,3,9,5,2205000,2967.698519515478
2000.0,3.0,2.0,1.3417407,103.7048204,1001.0,0,570.9042890431664,1,4,6,3,1,1,4,575400,574.8251748251748
2001.0,6.0,6.0,1.4162861,103.8992089,7000.0,2,1432.7530447084944,8,3,3,0,1,5,2,8190000,1170.0
2025.0,4.0,3.0,1.2937442,103.8466319,1389.0,3,2609.6559320906604,3,1,1,1,0,9,5,3727500,2683.585313174946
2026.0,3.0,2.0,1.44002835,103.827741,958.0,1,1448.2728418366185,3,4,3,1,0,1,1,1470000,1534.446764091858
2021.0,1.0,1.0,1.3386555,103.8695668,463.0,1,2172.45145145759,3,1,3,3,0,5,5,987000,2131.7494600431964
2005.0,5.0,4.0,1.3884669,103.8386422,3122.0,3,2084.9006118689344,4,2,1,1,0,4,2,4455200,1427.0339525944908
2026.0,2.0,2.0,1.2739587,103.8436353,829.0,1,2840.8427429556777,3,0,1,0,0,8,5,2207100,2662.3642943305185
2011.0,4.0,4.0,1.30048945,103.8285499,3089.0,3,3656.09849226544,3,2,0,0,0,9,5,16800000,5438.653285853027
2016.0,3.0,3.0,1.38844105,103.8720501,1087.0,1,953.7208514256196,2,2,2,1,0,5,2,1417500,1304.0478380864763
2023.0,5.0,4.0,1.28715825,103.7921378,1614.0,1,1888.100052931512,3,1,0,0,0,8,5,3570000,2211.895910780669
2016.0,3.0,2.0,1.4310747,103.8005989,1033.0,1,900.6745244967137,2,2,2,4,0,1,1,1239000,1199.4191674733786
2017.0,3.0,2.0,1.39704825,103.8939333,905.0,1,988.4749487970334,2,1,4,3,0,5,2,1312500,1450.2762430939226
1998.0,3.0,2.0,1.2980308,103.7663779,1216.0,1,1054.9831745384174,3,2,0,1,0,7,4,1522500,1252.0559210526317
2010.0,2.0,2.0,1.319666,103.9102451,861.0,3,1104.550071468105,3,2,2,0,0,6,3,1333500,1548.780487804878
2025.0,3.0,3.0,1.29636395,103.8572022,1324.0,1,3327.508705252268,3,0,2,0,3,9,5,4659100,3518.9577039274923
2009.0,5.0,5.0,1.24953425,103.8442812,8000.0,1,2330.3504413604733,8,3,0,0,0,8,5,16800000,2100.0
